indoml_id,intent
el-GR|4236,weather_query
el-GR|4240,iot_cleaning
el-GR|4241,audio_volume_mute
el-GR|4244,iot_coffee
el-GR|4247,iot_hue_lightchange
el-GR|4248,iot_hue_lightchange
el-GR|4249,iot_hue_lightchange
el-GR|4253,datetime_query
el-GR|4254,datetime_query
el-GR|4258,news_query
el-GR|4266,weather_query
el-GR|4268,play_music
el-GR|4271,iot_coffee
el-GR|4272,iot_coffee
el-GR|4273,play_music
el-GR|4283,iot_hue_lightup
el-GR|4290,weather_query
el-GR|4299,iot_hue_lightchange
el-GR|4305,play_music
el-GR|4309,datetime_query
el-GR|4312,weather_query
el-GR|4313,weather_query
el-GR|4319,alarm_set
el-GR|4334,social_query
el-GR|4336,datetime_query
el-GR|4346,iot_wemo_on
el-GR|4347,iot_wemo_on
el-GR|4355,weather_query
el-GR|4361,audio_volume_up
el-GR|4362,datetime_query
el-GR|4375,alarm_query
el-GR|4376,weather_query
el-GR|4377,weather_query
el-GR|4383,weather_query
el-GR|4391,news_query
el-GR|4400,news_query
el-GR|4402,weather_query
el-GR|4412,weather_query
el-GR|4428,music_likeness
el-GR|4436,weather_query
el-GR|4439,weather_query
el-GR|4442,iot_coffee
el-GR|4443,alarm_set
el-GR|4449,weather_query
el-GR|4452,play_music
el-GR|4461,general_quirky
el-GR|4463,calendar_query
el-GR|4477,play_music
el-GR|4482,weather_query
el-GR|4486,weather_query
el-GR|4487,weather_query
el-GR|4491,news_query
el-GR|4492,news_query
el-GR|4496,news_query
el-GR|4502,datetime_query
el-GR|4516,iot_hue_lightchange
el-GR|4524,weather_query
el-GR|4544,takeaway_order
el-GR|4547,lists_createoradd
el-GR|4550,music_likeness
el-GR|4554,iot_coffee
el-GR|4560,music_query
el-GR|4567,news_query
el-GR|4580,datetime_query
el-GR|4587,play_music
el-GR|4589,calendar_set
el-GR|4601,alarm_set
el-GR|4606,qa_stock
el-GR|4614,weather_query
el-GR|4618,iot_coffee
el-GR|4620,news_query
el-GR|4638,audio_volume_up
el-GR|4653,audio_volume_mute
el-GR|4654,alarm_set
el-GR|4659,audio_volume_mute
el-GR|4662,news_query
el-GR|4667,datetime_query
el-GR|4671,music_likeness
el-GR|4672,general_quirky
el-GR|4673,lists_query
el-GR|4680,weather_query
el-GR|4689,datetime_query
el-GR|4692,play_music
el-GR|4702,news_query
el-GR|4710,datetime_query
el-GR|4712,alarm_remove
el-GR|4764,weather_query
el-GR|4767,news_query
el-GR|4772,datetime_query
el-GR|4776,calendar_query
el-GR|4780,calendar_query
el-GR|4784,weather_query
el-GR|4798,iot_coffee
el-GR|4799,iot_coffee
el-GR|4803,iot_hue_lightchange
el-GR|4809,music_likeness
el-GR|4813,datetime_query
el-GR|4826,iot_hue_lightchange
el-GR|4831,audio_volume_up
el-GR|4833,general_quirky
el-GR|4837,news_query
el-GR|4838,play_music
el-GR|4845,datetime_convert
el-GR|4848,audio_volume_mute
el-GR|4851,alarm_query
el-GR|4854,play_music
el-GR|4871,weather_query
el-GR|4874,play_music
el-GR|4881,datetime_query
el-GR|4882,datetime_query
el-GR|4887,music_likeness
el-GR|4890,news_query
el-GR|4896,iot_hue_lightdim
el-GR|4909,play_music
el-GR|4913,general_quirky
el-GR|4917,weather_query
el-GR|4921,alarm_query
el-GR|4928,play_music
el-GR|4930,alarm_set
el-GR|4933,weather_query
el-GR|4934,takeaway_query
el-GR|4951,datetime_query
el-GR|4953,news_query
el-GR|4955,general_quirky
el-GR|4957,datetime_query
el-GR|4960,play_music
el-GR|4966,iot_wemo_on
el-GR|4968,qa_factoid
el-GR|4973,play_music
el-GR|4982,general_joke
el-GR|4985,music_likeness
el-GR|4988,iot_coffee
el-GR|4992,iot_wemo_on
el-GR|4994,audio_volume_mute
el-GR|4998,music_likeness
el-GR|5006,calendar_query
el-GR|5009,weather_query
el-GR|5010,play_music
el-GR|5014,iot_hue_lightup
el-GR|5016,news_query
el-GR|5017,iot_coffee
el-GR|5026,weather_query
el-GR|5027,calendar_query
el-GR|5037,weather_query
el-GR|5038,weather_query
el-GR|5040,weather_query
el-GR|5043,alarm_set
el-GR|5047,iot_hue_lightdim
el-GR|5050,iot_wemo_off
el-GR|5051,iot_wemo_on
el-GR|5062,play_music
el-GR|5074,weather_query
el-GR|5082,alarm_set
el-GR|5085,datetime_query
el-GR|5103,calendar_remove
el-GR|5116,audio_volume_mute
el-GR|5118,general_quirky
el-GR|5122,alarm_query
el-GR|5127,general_quirky
el-GR|5128,transport_ticket
el-GR|5131,datetime_query
el-GR|5134,play_music
el-GR|5149,iot_coffee
el-GR|5152,play_music
el-GR|5156,iot_wemo_on
el-GR|5157,iot_wemo_on
el-GR|5158,play_music
el-GR|5159,play_music
el-GR|5160,play_music
el-GR|5165,iot_hue_lightdim
el-GR|5176,weather_query
el-GR|5196,qa_factoid
el-GR|5198,music_likeness
el-GR|5199,music_likeness
el-GR|5201,iot_hue_lightdim
el-GR|5204,datetime_convert
el-GR|5219,audio_volume_down
el-GR|5221,iot_wemo_on
el-GR|5225,datetime_query
el-GR|5229,music_likeness
el-GR|5243,weather_query
el-GR|5245,news_query
el-GR|5250,music_query
el-GR|5258,music_likeness
el-GR|5261,play_music
el-GR|5270,news_query
el-GR|5278,play_music
el-GR|5279,play_music
el-GR|5286,news_query
el-GR|5292,audio_volume_up
el-GR|5296,news_query
el-GR|5297,news_query
el-GR|5301,weather_query
el-GR|5307,datetime_query
el-GR|5318,play_music
el-GR|5321,transport_traffic
el-GR|5324,takeaway_order
el-GR|5328,play_music
el-GR|5330,iot_cleaning
el-GR|5332,datetime_query
el-GR|5333,datetime_convert
el-GR|5339,iot_cleaning
el-GR|5341,alarm_set
el-GR|5347,play_music
el-GR|5349,iot_hue_lightdim
el-GR|5358,alarm_set
el-GR|5365,alarm_set
el-GR|5370,qa_factoid
el-GR|5378,general_quirky
el-GR|5396,iot_wemo_on
el-GR|5401,play_music
el-GR|5406,takeaway_order
el-GR|5410,news_query
el-GR|5411,general_quirky
el-GR|5413,play_music
el-GR|5414,play_music
el-GR|5427,datetime_query
el-GR|5433,weather_query
el-GR|5439,weather_query
el-GR|5465,weather_query
el-GR|5468,play_game
el-GR|5475,alarm_set
el-GR|5481,audio_volume_down
el-GR|5488,takeaway_order
el-GR|5497,datetime_convert
el-GR|5501,iot_hue_lightup
el-GR|5523,datetime_convert
el-GR|5524,weather_query
el-GR|5525,audio_volume_mute
el-GR|5529,transport_query
el-GR|5531,music_likeness
el-GR|5544,music_query
el-GR|5550,audio_volume_mute
el-GR|5552,takeaway_query
el-GR|5554,music_likeness
el-GR|5557,takeaway_order
el-GR|5568,alarm_set
el-GR|5570,takeaway_order
el-GR|5573,iot_hue_lightup
el-GR|5574,audio_volume_up
el-GR|5577,weather_query
el-GR|5578,weather_query
el-GR|5579,audio_volume_up
el-GR|5584,iot_wemo_on
el-GR|5590,iot_cleaning
el-GR|5593,play_music
el-GR|5600,general_quirky
el-GR|5611,audio_volume_down
el-GR|5614,play_radio
el-GR|5615,music_query
el-GR|5619,play_music
el-GR|5623,alarm_set
el-GR|5627,play_music
el-GR|5635,alarm_set
el-GR|5640,datetime_query
el-GR|5650,weather_query
el-GR|5652,iot_coffee
el-GR|5658,play_music
el-GR|5661,play_radio
el-GR|5671,datetime_query
el-GR|5678,datetime_query
el-GR|5683,play_music
el-GR|5688,news_query
el-GR|5691,qa_factoid
el-GR|5697,play_game
el-GR|5703,datetime_query
el-GR|5707,play_music
el-GR|5721,weather_query
el-GR|5722,weather_query
el-GR|5727,iot_hue_lightdim
el-GR|5732,iot_hue_lightchange
el-GR|5757,qa_maths
el-GR|5758,weather_query
el-GR|5774,datetime_query
el-GR|5797,weather_query
el-GR|5812,audio_volume_up
el-GR|5813,play_music
el-GR|5820,play_music
el-GR|5823,qa_maths
el-GR|5837,datetime_query
el-GR|5840,takeaway_order
el-GR|5856,iot_coffee
el-GR|5871,weather_query
el-GR|5886,general_quirky
el-GR|5888,audio_volume_mute
el-GR|5902,alarm_set
el-GR|5911,play_music
el-GR|5912,play_music
el-GR|5917,iot_coffee
el-GR|5919,news_query
el-GR|5930,news_query
el-GR|5948,play_music
el-GR|5952,general_joke
el-GR|5953,recommendation_locations
el-GR|5955,general_quirky
el-GR|5958,audio_volume_mute
el-GR|5966,takeaway_order
el-GR|5970,play_game
el-GR|5974,weather_query
el-GR|5985,news_query
el-GR|5988,audio_volume_up
el-GR|5996,weather_query
el-GR|5997,datetime_query
el-GR|6013,play_radio
el-GR|6014,qa_factoid
el-GR|6015,iot_hue_lightdim
el-GR|6023,weather_query
el-GR|6024,weather_query
el-GR|6025,weather_query
el-GR|6027,play_music
el-GR|6034,iot_coffee
el-GR|6039,weather_query
el-GR|6041,iot_hue_lightup
el-GR|6045,play_music
el-GR|6050,weather_query
el-GR|6055,iot_hue_lightoff
el-GR|6059,play_music
el-GR|6060,iot_coffee
el-GR|6061,iot_coffee
el-GR|6064,audio_volume_mute
el-GR|6069,weather_query
el-GR|6072,takeaway_query
el-GR|6073,iot_hue_lightup
el-GR|6074,iot_hue_lightup
el-GR|6077,news_query
el-GR|6083,alarm_set
el-GR|6093,iot_wemo_on
el-GR|6101,alarm_query
el-GR|6103,weather_query
el-GR|6109,play_radio
el-GR|6112,takeaway_order
el-GR|6116,weather_query
el-GR|6118,datetime_query
el-GR|6127,general_quirky
el-GR|6129,news_query
el-GR|6134,music_query
el-GR|6147,general_joke
el-GR|6151,datetime_query
el-GR|6159,iot_wemo_on
el-GR|6162,audio_volume_up
el-GR|6166,audio_volume_mute
el-GR|6172,weather_query
el-GR|6174,iot_hue_lightup
el-GR|6177,weather_query
el-GR|6178,weather_query
el-GR|6181,general_quirky
el-GR|6194,weather_query
el-GR|6195,general_quirky
el-GR|6201,general_quirky
el-GR|6213,calendar_query
el-GR|6214,calendar_query
el-GR|6220,news_query
el-GR|6221,general_quirky
el-GR|6227,general_quirky
el-GR|6229,general_quirky
el-GR|6241,general_quirky
el-GR|6243,general_quirky
el-GR|6248,general_quirky
el-GR|6267,general_quirky
el-GR|6268,general_quirky
el-GR|6282,general_quirky
el-GR|6288,general_quirky
el-GR|6289,weather_query
el-GR|6290,play_audiobook
el-GR|6293,general_quirky
el-GR|6294,general_quirky
el-GR|6295,transport_traffic
el-GR|6301,news_query
el-GR|6304,general_quirky
el-GR|6305,general_quirky
el-GR|6313,general_quirky
el-GR|6319,general_quirky
el-GR|6322,general_quirky
el-GR|6325,general_quirky
el-GR|6331,transport_ticket
el-GR|6337,general_quirky
el-GR|6352,recommendation_locations
el-GR|6353,iot_coffee
el-GR|6366,recommendation_events
el-GR|6370,calendar_query
el-GR|6371,cooking_recipe
el-GR|6372,news_query
el-GR|6376,recommendation_movies
el-GR|6378,general_quirky
el-GR|6382,news_query
el-GR|6385,general_quirky
el-GR|6388,general_quirky
el-GR|6402,general_quirky
el-GR|6403,transport_query
el-GR|6405,qa_factoid
el-GR|6410,news_query
el-GR|6411,weather_query
el-GR|6417,calendar_set
el-GR|6424,general_quirky
el-GR|6426,news_query
el-GR|6431,calendar_set
el-GR|6432,general_quirky
el-GR|6433,calendar_set
el-GR|6434,general_quirky
el-GR|6438,email_querycontact
el-GR|6439,play_music
el-GR|6446,recommendation_locations
el-GR|6448,qa_factoid
el-GR|6457,general_quirky
el-GR|6469,general_quirky
el-GR|6473,weather_query
el-GR|6477,play_game
el-GR|6485,general_quirky
el-GR|6489,news_query
el-GR|6495,general_quirky
el-GR|6496,news_query
el-GR|6500,social_query
el-GR|6503,general_quirky
el-GR|6506,general_quirky
el-GR|6515,general_quirky
el-GR|6516,general_quirky
el-GR|6517,general_quirky
el-GR|6533,general_quirky
el-GR|6539,calendar_set
el-GR|6542,general_quirky
el-GR|6550,general_quirky
el-GR|6557,play_game
el-GR|6559,general_quirky
el-GR|6561,news_query
el-GR|6562,general_quirky
el-GR|6568,general_quirky
el-GR|6572,general_quirky
el-GR|6575,general_quirky
el-GR|6578,general_quirky
el-GR|6582,general_greet
el-GR|6593,play_game
el-GR|6594,general_quirky
el-GR|6596,transport_query
el-GR|6600,news_query
el-GR|6615,general_quirky
el-GR|6616,general_quirky
el-GR|6617,general_quirky
el-GR|6618,news_query
el-GR|6621,recommendation_movies
el-GR|6623,general_quirky
el-GR|6633,play_game
el-GR|6643,recommendation_locations
el-GR|6645,play_game
el-GR|6646,news_query
el-GR|6650,general_quirky
el-GR|6652,cooking_recipe
el-GR|6663,recommendation_locations
el-GR|6670,general_quirky
el-GR|6672,general_quirky
el-GR|6682,general_quirky
el-GR|6683,general_quirky
el-GR|6694,general_quirky
el-GR|6701,general_quirky
el-GR|6708,calendar_set
el-GR|6710,general_quirky
el-GR|6713,calendar_remove
el-GR|6720,recommendation_events
el-GR|6722,calendar_set
el-GR|6725,calendar_set
el-GR|6726,calendar_remove
el-GR|6729,calendar_remove
el-GR|6732,calendar_set
el-GR|6737,weather_query
el-GR|6744,calendar_set
el-GR|6746,calendar_set
el-GR|6747,calendar_query
el-GR|6755,calendar_set
el-GR|6761,calendar_remove
el-GR|6764,iot_cleaning
el-GR|6774,calendar_set
el-GR|6785,calendar_query
el-GR|6789,calendar_set
el-GR|6798,calendar_set
el-GR|6801,calendar_query
el-GR|6806,calendar_query
el-GR|6815,calendar_set
el-GR|6819,recommendation_events
el-GR|6836,calendar_set
el-GR|6850,calendar_query
el-GR|6856,calendar_set
el-GR|6860,calendar_query
el-GR|6865,calendar_set
el-GR|6878,calendar_set
el-GR|6891,calendar_query
el-GR|6892,calendar_query
el-GR|6897,calendar_set
el-GR|6901,calendar_set
el-GR|6902,calendar_set
el-GR|6909,calendar_query
el-GR|6918,calendar_remove
el-GR|6923,calendar_set
el-GR|6926,general_quirky
el-GR|6928,news_query
el-GR|6936,transport_ticket
el-GR|6937,calendar_set
el-GR|6946,calendar_set
el-GR|6958,calendar_query
el-GR|6959,calendar_set
el-GR|6962,calendar_query
el-GR|6964,calendar_set
el-GR|6967,news_query
el-GR|6968,calendar_set
el-GR|6973,calendar_set
el-GR|6974,calendar_set
el-GR|6980,lists_query
el-GR|6992,calendar_query
el-GR|6994,calendar_set
el-GR|6997,calendar_set
el-GR|7000,news_query
el-GR|7004,calendar_set
el-GR|7013,calendar_query
el-GR|7014,calendar_query
el-GR|7025,calendar_remove
el-GR|7026,recommendation_events
el-GR|7039,calendar_set
el-GR|7044,calendar_set
el-GR|7046,calendar_set
el-GR|7055,calendar_set
el-GR|7057,calendar_set
el-GR|7061,calendar_set
el-GR|7073,calendar_set
el-GR|7080,calendar_remove
el-GR|7087,calendar_remove
el-GR|7098,calendar_set
el-GR|7100,calendar_set
el-GR|7111,calendar_query
el-GR|7113,recommendation_events
el-GR|7117,calendar_set
el-GR|7120,calendar_query
el-GR|7122,calendar_set
el-GR|7140,calendar_set
el-GR|7141,general_quirky
el-GR|7151,calendar_set
el-GR|7152,calendar_set
el-GR|7161,calendar_set
el-GR|7168,calendar_query
el-GR|7170,calendar_set
el-GR|7181,calendar_set
el-GR|7185,calendar_query
el-GR|7189,calendar_query
el-GR|7194,calendar_set
el-GR|7196,calendar_set
el-GR|7199,calendar_set
el-GR|7209,calendar_set
el-GR|7216,general_quirky
el-GR|7219,calendar_set
el-GR|7224,recommendation_events
el-GR|7232,calendar_query
el-GR|7257,alarm_set
el-GR|7258,calendar_set
el-GR|7262,calendar_set
el-GR|7266,calendar_query
el-GR|7278,calendar_set
el-GR|7287,calendar_set
el-GR|7289,news_query
el-GR|7291,alarm_set
el-GR|7292,calendar_remove
el-GR|7293,calendar_set
el-GR|7294,calendar_remove
el-GR|7295,calendar_remove
el-GR|7314,calendar_query
el-GR|7316,calendar_query
el-GR|7319,calendar_query
el-GR|7353,weather_query
el-GR|7355,calendar_set
el-GR|7380,calendar_query
el-GR|7397,calendar_query
el-GR|7449,calendar_set
el-GR|7450,calendar_set
el-GR|7455,calendar_set
el-GR|7461,calendar_set
el-GR|7463,calendar_set
el-GR|7467,calendar_query
el-GR|7477,calendar_set
el-GR|7496,calendar_set
el-GR|7499,calendar_set
el-GR|7500,calendar_remove
el-GR|7502,calendar_query
el-GR|7503,calendar_set
el-GR|7520,calendar_set
el-GR|7524,calendar_query
el-GR|7528,calendar_set
el-GR|7531,calendar_set
el-GR|7539,calendar_query
el-GR|7542,calendar_set
el-GR|7549,calendar_set
el-GR|7556,calendar_set
el-GR|7557,calendar_set
el-GR|7559,calendar_set
el-GR|7563,calendar_set
el-GR|7565,calendar_set
el-GR|7567,calendar_set
el-GR|7569,general_quirky
el-GR|7570,calendar_query
el-GR|7583,lists_createoradd
el-GR|7596,calendar_set
el-GR|7598,calendar_set
el-GR|7606,calendar_set
el-GR|7609,calendar_set
el-GR|7613,news_query
el-GR|7628,calendar_set
el-GR|7654,calendar_set
el-GR|7655,calendar_set
el-GR|7660,calendar_remove
el-GR|7662,calendar_query
el-GR|7664,play_music
el-GR|7666,calendar_set
el-GR|7680,calendar_query
el-GR|7686,calendar_set
el-GR|7690,lists_query
el-GR|7693,calendar_query
el-GR|7697,calendar_set
el-GR|7711,calendar_remove
el-GR|7712,calendar_remove
el-GR|7718,calendar_set
el-GR|7726,calendar_set
el-GR|7730,calendar_set
el-GR|7741,calendar_query
el-GR|7751,calendar_set
el-GR|7762,calendar_query
el-GR|7767,calendar_set
el-GR|7768,calendar_set
el-GR|7774,calendar_set
el-GR|7777,calendar_set
el-GR|7778,calendar_query
el-GR|7808,calendar_set
el-GR|7817,calendar_query
el-GR|7820,calendar_remove
el-GR|7836,news_query
el-GR|7843,calendar_set
el-GR|7844,calendar_query
el-GR|7847,calendar_set
el-GR|7851,calendar_query
el-GR|7863,calendar_set
el-GR|7870,calendar_remove
el-GR|7876,news_query
el-GR|7878,calendar_remove
el-GR|7879,calendar_query
el-GR|7889,calendar_query
el-GR|7890,weather_query
el-GR|7891,calendar_remove
el-GR|7892,general_quirky
el-GR|7894,calendar_set
el-GR|7902,calendar_set
el-GR|7908,calendar_remove
el-GR|7912,calendar_remove
el-GR|7916,alarm_set
el-GR|7918,calendar_set
el-GR|7919,calendar_set
el-GR|7922,general_quirky
el-GR|7927,calendar_query
el-GR|7946,recommendation_events
el-GR|7953,calendar_set
el-GR|7955,calendar_set
el-GR|7956,calendar_set
el-GR|7966,general_quirky
el-GR|7970,calendar_set
el-GR|7971,calendar_set
el-GR|7975,calendar_query
el-GR|7978,calendar_query
el-GR|7980,calendar_query
el-GR|7981,calendar_set
el-GR|7993,calendar_remove
el-GR|8001,calendar_remove
el-GR|8004,calendar_set
el-GR|8005,calendar_set
el-GR|8013,calendar_query
el-GR|8029,recommendation_events
el-GR|8033,datetime_query
el-GR|8035,iot_hue_lightchange
el-GR|8037,calendar_set
el-GR|8042,calendar_query
el-GR|8043,calendar_query
el-GR|8044,calendar_query
el-GR|8055,calendar_remove
el-GR|8056,calendar_set
el-GR|8058,calendar_query
el-GR|8073,calendar_set
el-GR|8079,calendar_set
el-GR|8084,calendar_query
el-GR|8085,calendar_set
el-GR|8100,email_sendemail
el-GR|8107,calendar_set
el-GR|8110,calendar_set
el-GR|8116,calendar_query
el-GR|8119,calendar_query
el-GR|8125,calendar_set
el-GR|8126,calendar_set
el-GR|8129,calendar_query
el-GR|8140,calendar_set
el-GR|8148,calendar_query
el-GR|8150,calendar_query
el-GR|8165,calendar_set
el-GR|8182,calendar_remove
el-GR|8188,calendar_query
el-GR|8204,calendar_set
el-GR|8206,calendar_set
el-GR|8230,calendar_query
el-GR|8241,calendar_remove
el-GR|8245,calendar_set
el-GR|8248,calendar_set
el-GR|8251,calendar_set
el-GR|8260,calendar_set
el-GR|8261,calendar_set
el-GR|8269,calendar_set
el-GR|8276,calendar_set
el-GR|8280,calendar_set
el-GR|8284,calendar_remove
el-GR|8289,calendar_set
el-GR|8290,calendar_set
el-GR|8294,calendar_set
el-GR|8300,calendar_set
el-GR|8302,calendar_set
el-GR|8308,recommendation_events
el-GR|8320,calendar_query
el-GR|8322,calendar_query
el-GR|8336,calendar_query
el-GR|8343,qa_maths
el-GR|8345,calendar_set
el-GR|8347,calendar_query
el-GR|8358,calendar_set
el-GR|8366,calendar_set
el-GR|8387,social_post
el-GR|8388,social_post
el-GR|8390,calendar_set
el-GR|8394,calendar_set
el-GR|8402,calendar_query
el-GR|8404,general_quirky
el-GR|8409,calendar_query
el-GR|8410,calendar_remove
el-GR|8413,alarm_set
el-GR|8414,calendar_set
el-GR|8415,calendar_set
el-GR|8426,calendar_query
el-GR|8430,calendar_remove
el-GR|8431,calendar_remove
el-GR|8436,calendar_set
el-GR|8442,calendar_remove
el-GR|8449,calendar_set
el-GR|8453,calendar_set
el-GR|8460,calendar_set
el-GR|8461,calendar_query
el-GR|8466,calendar_set
el-GR|8469,calendar_query
el-GR|8474,calendar_set
el-GR|8494,calendar_query
el-GR|8496,calendar_query
el-GR|8498,news_query
el-GR|8516,calendar_set
el-GR|8520,calendar_set
el-GR|8525,calendar_set
el-GR|8535,calendar_set
el-GR|8539,calendar_set
el-GR|8541,calendar_set
el-GR|8553,calendar_set
el-GR|8559,calendar_query
el-GR|8562,calendar_remove
el-GR|8568,calendar_set
el-GR|8570,calendar_set
el-GR|8579,calendar_query
el-GR|8585,calendar_set
el-GR|8598,calendar_set
el-GR|8618,calendar_set
el-GR|8631,calendar_remove
el-GR|8635,calendar_set
el-GR|8640,calendar_set
el-GR|8642,calendar_set
el-GR|8651,calendar_set
el-GR|8653,calendar_set
el-GR|8666,calendar_query
el-GR|8667,email_querycontact
el-GR|8670,calendar_remove
el-GR|8672,calendar_query
el-GR|8674,calendar_query
el-GR|8679,calendar_query
el-GR|8681,calendar_query
el-GR|8694,calendar_set
el-GR|8730,calendar_set
el-GR|8731,calendar_set
el-GR|8732,calendar_remove
el-GR|8741,alarm_set
el-GR|8762,calendar_query
el-GR|8765,calendar_set
el-GR|8766,calendar_set
el-GR|8767,calendar_query
el-GR|8769,calendar_query
el-GR|8771,recommendation_events
el-GR|8774,calendar_query
el-GR|8781,general_quirky
el-GR|8782,calendar_query
el-GR|8791,general_quirky
el-GR|8795,calendar_query
el-GR|8822,calendar_query
el-GR|8824,calendar_query
el-GR|8825,calendar_set
el-GR|8828,calendar_query
el-GR|8846,calendar_query
el-GR|8853,calendar_remove
el-GR|8856,calendar_remove
el-GR|8857,calendar_set
el-GR|8867,alarm_set
el-GR|8868,calendar_set
el-GR|8880,calendar_set
el-GR|8882,calendar_set
el-GR|8888,qa_maths
el-GR|8900,calendar_set
el-GR|8904,news_query
el-GR|8906,calendar_set
el-GR|8907,calendar_set
el-GR|8912,calendar_query
el-GR|8914,calendar_query
el-GR|8916,calendar_query
el-GR|8925,calendar_remove
el-GR|8939,qa_factoid
el-GR|8948,calendar_set
el-GR|8949,news_query
el-GR|8958,calendar_set
el-GR|8960,calendar_set
el-GR|8967,calendar_set
el-GR|8968,calendar_set
el-GR|8975,calendar_query
el-GR|8977,calendar_set
el-GR|8978,calendar_set
el-GR|8985,calendar_remove
el-GR|8990,general_quirky
el-GR|8992,calendar_query
el-GR|9009,calendar_set
el-GR|9011,datetime_query
el-GR|9014,calendar_set
el-GR|9015,calendar_remove
el-GR|9019,calendar_set
el-GR|9030,calendar_remove
el-GR|9035,calendar_set
el-GR|9043,calendar_set
el-GR|9053,calendar_set
el-GR|9054,general_quirky
el-GR|9059,calendar_set
el-GR|9061,calendar_query
el-GR|9062,calendar_set
el-GR|9074,calendar_set
el-GR|9088,calendar_remove
el-GR|9095,calendar_set
el-GR|9103,calendar_set
el-GR|9107,calendar_query
el-GR|9110,calendar_set
el-GR|9112,calendar_set
el-GR|9114,calendar_set
el-GR|9116,calendar_set
el-GR|9121,calendar_query
el-GR|9124,calendar_query
el-GR|9137,calendar_query
el-GR|9138,calendar_query
el-GR|9149,calendar_query
el-GR|9153,calendar_set
el-GR|9155,calendar_set
el-GR|9156,calendar_set
el-GR|9175,calendar_query
el-GR|9182,calendar_remove
el-GR|9187,calendar_query
el-GR|9193,calendar_set
el-GR|9194,calendar_set
el-GR|9197,calendar_query
el-GR|9198,calendar_query
el-GR|9202,play_radio
el-GR|9204,play_radio
el-GR|9212,play_radio
el-GR|9216,play_radio
el-GR|9225,play_radio
el-GR|9233,play_radio
el-GR|9236,play_radio
el-GR|9237,play_radio
el-GR|9250,play_radio
el-GR|9254,play_radio
el-GR|9263,play_radio
el-GR|9269,play_radio
el-GR|9270,play_radio
el-GR|9275,play_radio
el-GR|9284,play_music
el-GR|9291,audio_volume_up
el-GR|9301,play_game
el-GR|9303,play_radio
el-GR|9305,play_radio
el-GR|9316,play_game
el-GR|9317,play_radio
el-GR|9321,play_radio
el-GR|9323,play_radio
el-GR|9326,play_radio
el-GR|9327,play_radio
el-GR|9330,play_game
el-GR|9341,play_radio
el-GR|9352,play_radio
el-GR|9353,play_radio
el-GR|9358,play_radio
el-GR|9361,play_radio
el-GR|9362,play_radio
el-GR|9363,play_radio
el-GR|9364,play_music
el-GR|9380,play_radio
el-GR|9384,play_music
el-GR|9394,play_radio
el-GR|9402,play_radio
el-GR|9406,play_music
el-GR|9408,play_radio
el-GR|9426,play_radio
el-GR|9438,play_radio
el-GR|9457,play_music
el-GR|9460,play_music
el-GR|9471,play_radio
el-GR|9494,play_radio
el-GR|9506,play_music
el-GR|9507,play_radio
el-GR|9519,play_radio
el-GR|9520,play_radio
el-GR|9524,play_music
el-GR|9528,play_music
el-GR|9541,play_radio
el-GR|9542,play_radio
el-GR|9545,play_radio
el-GR|9554,play_music
el-GR|9561,play_radio
el-GR|9562,play_radio
el-GR|9565,play_radio
el-GR|9568,play_radio
el-GR|9569,play_radio
el-GR|9577,play_radio
el-GR|9591,play_radio
el-GR|9592,play_podcasts
el-GR|9594,play_radio
el-GR|9601,play_game
el-GR|9617,play_radio
el-GR|9619,play_radio
el-GR|9620,play_radio
el-GR|9629,play_radio
el-GR|9630,audio_volume_up
el-GR|9632,play_radio
el-GR|9637,play_music
el-GR|9640,play_radio
el-GR|9651,play_radio
el-GR|9656,play_music
el-GR|9669,play_music
el-GR|9674,play_music
el-GR|9676,play_audiobook
el-GR|9678,play_music
el-GR|9680,play_audiobook
el-GR|9689,play_audiobook
el-GR|9691,play_audiobook
el-GR|9694,play_audiobook
el-GR|9700,play_music
el-GR|9706,play_game
el-GR|9707,play_game
el-GR|9718,play_audiobook
el-GR|9720,play_audiobook
el-GR|9726,play_audiobook
el-GR|9732,play_audiobook
el-GR|9738,play_music
el-GR|9746,play_music
el-GR|9754,play_music
el-GR|9760,play_podcasts
el-GR|9761,audio_volume_up
el-GR|9767,play_audiobook
el-GR|9768,play_audiobook
el-GR|9772,play_audiobook
el-GR|9793,play_music
el-GR|9795,play_audiobook
el-GR|9812,play_audiobook
el-GR|9815,play_audiobook
el-GR|9827,play_audiobook
el-GR|9844,play_audiobook
el-GR|9851,play_audiobook
el-GR|9853,play_audiobook
el-GR|9855,play_audiobook
el-GR|9856,play_audiobook
el-GR|9857,play_music
el-GR|9871,play_audiobook
el-GR|9875,play_audiobook
el-GR|9878,play_audiobook
el-GR|9881,play_audiobook
el-GR|9885,play_music
el-GR|9895,play_audiobook
el-GR|9896,play_audiobook
el-GR|9897,play_audiobook
el-GR|9902,play_audiobook
el-GR|9909,play_audiobook
el-GR|9912,cooking_recipe
el-GR|9918,cooking_recipe
el-GR|9923,cooking_recipe
el-GR|9924,cooking_recipe
el-GR|9930,cooking_recipe
el-GR|9931,cooking_recipe
el-GR|9940,cooking_recipe
el-GR|9941,cooking_recipe
el-GR|9942,cooking_recipe
el-GR|9943,cooking_recipe
el-GR|9952,general_quirky
el-GR|9955,cooking_recipe
el-GR|9956,cooking_recipe
el-GR|9961,cooking_recipe
el-GR|9962,cooking_recipe
